39.743222, -105.006241, MSU Denver
39.743981, -105.020017, Mile High Stadium
39.739377, -104.984774, Colorado State Capitol
39.627779, -104.839291, Cherry Creek State Park
39.731919, -104.961814, Denver Botanic Gardens
